time_s,flux_Wb,emf_V,current_A,power_W,cumulative_energy_J
0.0416,0.24536587,42.377266,3.531439,149.652726,12.98038935
0.0417,0.24100777,44.777622,3.731468,167.086283,12.99639545
0.0418,0.23641182,47.133787,3.927816,185.13282,13.01418225
0.0419,0.23158256,49.443436,4.120286,203.721116,13.03380679
0.042,0.22652476,51.704291,4.308691,222.777811,13.05531885
0.0421,0.2212434,53.91412,4.492843,242.227697,13.07876079
0.0422,0.21574371,56.070743,4.672562,261.994015,13.10416731
0.0423,0.2100311,58.17203,4.847669,281.998756,13.13156541
0.0424,0.20411122,60.215908,5.017992,302.162969,13.16097418
0.0425,0.1979899,62.200361,5.183363,322.407077,13.1924048
0.0426,0.19167319,64.12343,5.343619,342.651185,13.22586047
0.0427,0.18516732,65.983216,5.498601,362.815399,13.2613364
0.0428,0.17847872,67.777885,5.648157,382.820139,13.29881982
0.0429,0.17161398,69.505665,5.792139,402.586457,13.33829003
0.043,0.16457987,71.164852,5.930404,422.036343,13.37971851
0.0431,0.15738335,72.753807,6.062817,441.093038,13.423069
0.0432,0.1500315,74.270963,6.189247,459.681334,13.46829764
0.0433,0.1425316,75.714823,6.309569,477.727871,13.51535319
0.0434,0.13489103,77.083962,6.423663,495.161428,13.56417718
0.0435,0.12711734,78.377027,6.531419,511.913202,13.61470415
0.0436,0.1192182,79.592745,6.632729,527.917083,13.66686194
0.0437,0.11120141,80.729913,6.727493,543.109909,13.72057195
0.0438,0.10307487,81.787411,6.815618,557.431722,13.77574945
0.0439,0.09484662,82.764195,6.897016,570.826,13.83230392
0.044,0.08652476,83.659301,6.971608,583.239882,13.89013939
0.0441,0.07811751,84.471844,7.03932,594.624376,13.94915487
0.0442,0.06963317,85.201025,7.100085,604.934552,14.00924469
0.0443,0.06108011,85.846122,7.153844,614.129722,14.07029892
0.0444,0.05246677,86.406499,7.200542,622.173596,14.13220387
0.0445,0.04380165,86.881604,7.240134,629.034429,14.19484246
0.0446,0.03509331,87.270967,7.272581,634.685143,14.25809472
0.0447,0.02635033,87.574204,7.29785,639.103438,14.32183827
0.0448,0.01758135,87.791016,7.315918,642.271878,14.38594878
0.0449,0.00879501,87.921189,7.326766,644.177957,14.45030047
0.045,-0.0,87.964594,7.330383,644.814154,14.51476661
0.0451,-0.00879501,87.921189,7.326766,644.177957,14.57922003
0.0452,-0.01758135,87.791016,7.315918,642.271878,14.6435336
0.0453,-0.02635033,87.574204,7.29785,639.103438,14.70758074
0.0454,-0.03509331,87.270967,7.272581,634.685143,14.77123592
0.0455,-0.04380165,86.881604,7.240134,629.034429,14.83437517
0.0456,-0.05246677,86.406499,7.200542,622.173596,14.89687654
0.0457,-0.06108011,85.846122,7.153844,614.129722,14.95862061
0.0458,-0.06963317,85.201025,7.100085,604.934552,15.01949094
0.0459,-0.07811751,84.471844,7.03932,594.624376,15.07937455
0.046,-0.08652476,83.659301,6.971608,583.239882,15.13816234
0.0461,-0.09484662,82.764195,6.897016,570.826,15.19574954
0.0462,-0.10307487,81.787411,6.815618,557.431722,15.25203612
0.0463,-0.11120141,80.729913,6.727493,543.109909,15.30692719
0.0464,-0.1192182,79.592745,6.632729,527.917083,15.36033334
0.0465,-0.12711734,78.377027,6.531419,511.913202,15.41217106
0.0466,-0.13489103,77.083962,6.423663,495.161428,15.46236299
0.0467,-0.1425316,75.714823,6.309569,477.727871,15.5108383
0.0468,-0.1500315,74.270963,6.189247,459.681334,15.55753292
0.0469,-0.15738335,72.753807,6.062817,441.093038,15.6023898
0.047,-0.16457987,71.164852,5.930404,422.036343,15.64535915
0.0471,-0.17161398,69.505665,5.792139,402.586457,15.68639863
0.0472,-0.17847872,67.777885,5.648157,382.820139,15.72547352
0.0473,-0.18516732,65.983216,5.498601,362.815399,15.76255684
0.0474,-0.19167319,64.12343,5.343619,342.651185,15.79762949
0.0475,-0.1979899,62.200361,5.183363,322.407077,15.83068028
0.0476,-0.20411122,60.215908,5.017992,302.162969,15.86170602
0.0477,-0.2100311,58.17203,4.847669,281.998756,15.89071151
0.0478,-0.21574371,56.070743,4.672562,261.994015,15.91770951
0.0479,-0.2212434,53.91412,4.492843,242.227697,15.94272071
0.048,-0.22652476,51.704291,4.308691,222.777811,15.96577364
0.0481,-0.23158256,49.443436,4.120286,203.721116,15.98690457
0.0482,-0.23641182,47.133787,3.927816,185.13282,16.00615734
0.0483,-0.24100777,44.777622,3.731468,167.086283,16.02358321
0.0484,-0.24536587,42.377266,3.531439,149.652726,16.03924064
0.0485,-0.24948183,39.93509,3.327924,132.900952,16.05319509
0.0486,-0.25335157,37.453503,3.121125,116.897072,16.06551871
0.0487,-0.2569713,34.934953,2.911246,101.704246,16.07629011
0.0488,-0.26033742,32.381927,2.698494,87.382433,16.08559403
0.0489,-0.26344662,29.796944,2.483079,73.988155,16.09352098
0.049,-0.26629582,27.182555,2.265213,61.574273,16.10016692
0.0491,-0.26888223,24.541339,2.045112,50.189779,16.10563285
0.0492,-0.27120329,21.875905,1.822992,39.879602,16.11002446
0.0493,-0.27325669,19.188882,1.599073,30.684432,16.11345164
0.0494,-0.27504043,16.482921,1.373577,22.640558,16.1160281
0.0495,-0.27655274,13.760694,1.146725,15.779726,16.11787093
0.0496,-0.27779212,11.024887,0.918741,10.129011,16.11910008
0.0497,-0.27875735,8.2782,0.68985,5.710716,16.11983795
0.0498,-0.27944748,5.523343,0.460279,2.542276,16.12020886
0.0499,-0.27986184,2.763035,0.230253,0.636197,16.12033858
0.05,-0.28,-0.0,-0.0,0.0,16.12035386
0.0501,-0.27986184,-2.763035,-0.230253,0.636197,16.12038185
0.0502,-0.27944748,-5.523343,-0.460279,2.542276,16.1205497
0.0503,-0.27875735,-8.2782,-0.68985,5.710716,16.12098398
0.0504,-0.27779212,-11.024887,-0.918741,10.129011,16.12181021
0.0505,-0.27655274,-13.760694,-1.146725,15.779726,16.12315238
0.0506,-0.27504043,-16.482921,-1.373577,22.640558,16.12513242
0.0507,-0.27325669,-19.188882,-1.599073,30.684432,16.12786976
0.0508,-0.27120329,-21.875905,-1.822992,39.879602,16.13148084
0.0509,-0.26888223,-24.541339,-2.045112,50.189779,16.13607865
0.051,-0.26629582,-27.182555,-2.265213,61.574273,16.14177228
0.0511,-0.26344662,-29.796944,-2.483079,73.988155,16.14866649
0.0512,-0.26033742,-32.381927,-2.698494,87.382433,16.15686133
0.0513,-0.2569713,-34.934953,-2.911246,101.704246,16.16645168
0.0514,-0.25335157,-37.453503,-3.121125,116.897072,16.17752694
0.0515,-0.24948183,-39.93509,-3.327924,132.900952,16.19017064
0.0516,-0.24536587,-42.377266,-3.531439,149.652726,16.20446012
0.0517,-0.24100777,-44.777622,-3.731468,167.086283,16.22046622
0.0518,-0.23641182,-47.133787,-3.927816,185.13282,16.23825302
0.0519,-0.23158256,-49.443436,-4.120286,203.721116,16.25787756
0.052,-0.22652476,-51.704291,-4.308691,222.777811,16.27938962
0.0521,-0.2212434,-53.91412,-4.492843,242.227697,16.30283156
0.0522,-0.21574371,-56.070743,-4.672562,261.994015,16.32823808
0.0523,-0.2100311,-58.17203,-4.847669,281.998756,16.35563618
0.0524,-0.20411122,-60.215908,-5.017992,302.162969,16.38504495
0.0525,-0.1979899,-62.200361,-5.183363,322.407077,16.41647557
0.0526,-0.19167319,-64.12343,-5.343619,342.651185,16.44993125
0.0527,-0.18516732,-65.983216,-5.498601,362.815399,16.48540717
0.0528,-0.17847872,-67.777885,-5.648157,382.820139,16.52289059
0.0529,-0.17161398,-69.505665,-5.792139,402.586457,16.56236081
0.053,-0.16457987,-71.164852,-5.930404,422.036343,16.60378928
0.0531,-0.15738335,-72.753807,-6.062817,441.093038,16.64713977
0.0532,-0.1500315,-74.270963,-6.189247,459.681334,16.69236841
0.0533,-0.1425316,-75.714823,-6.309569,477.727871,16.73942396
0.0534,-0.13489103,-77.083962,-6.423663,495.161428,16.78824795
0.0535,-0.12711734,-78.377027,-6.531419,511.913202,16.83877492
0.0536,-0.1192182,-79.592745,-6.632729,527.917083,16.89093271
0.0537,-0.11120141,-80.729913,-6.727493,543.109909,16.94464272
0.0538,-0.10307487,-81.787411,-6.815618,557.431722,16.99982022
0.0539,-0.09484662,-82.764195,-6.897016,570.826,17.05637469
0.054,-0.08652476,-83.659301,-6.971608,583.239882,17.11421017
0.0541,-0.07811751,-84.471844,-7.03932,594.624376,17.17322564
0.0542,-0.06963317,-85.201025,-7.100085,604.934552,17.23331546
0.0543,-0.06108011,-85.846122,-7.153844,614.129722,17.29436969
0.0544,-0.05246677,-86.406499,-7.200542,622.173596,17.35627464
0.0545,-0.04380165,-86.881604,-7.240134,629.034429,17.41891323
0.0546,-0.03509331,-87.270967,-7.272581,634.685143,17.48216549
0.0547,-0.02635033,-87.574204,-7.29785,639.103438,17.54590904
0.0548,-0.01758135,-87.791016,-7.315918,642.271878,17.61001955
0.0549,-0.00879501,-87.921189,-7.326766,644.177957,17.67437124
0.055,0.0,-87.964594,-7.330383,644.814154,17.73883738
0.0551,0.00879501,-87.921189,-7.326766,644.177957,17.8032908
0.0552,0.01758135,-87.791016,-7.315918,642.271878,17.86760437
0.0553,0.02635033,-87.574204,-7.29785,639.103438,17.93165151
0.0554,0.03509331,-87.270967,-7.272581,634.685143,17.99530669
0.0555,0.04380165,-86.881604,-7.240134,629.034429,18.05844594
0.0556,0.05246677,-86.406499,-7.200542,622.173596,18.12094731
0.0557,0.06108011,-85.846122,-7.153844,614.129722,18.18269138
0.0558,0.06963317,-85.201025,-7.100085,604.934552,18.24356172
0.0559,0.07811751,-84.471844,-7.03932,594.624376,18.30344532
0.056,0.08652476,-83.659301,-6.971608,583.239882,18.36223311
0.0561,0.09484662,-82.764195,-6.897016,570.826,18.41982031
0.0562,0.10307487,-81.787411,-6.815618,557.431722,18.47610689
0.0563,0.11120141,-80.729913,-6.727493,543.109909,18.53099796
0.0564,0.1192182,-79.592745,-6.632729,527.917083,18.58440411
0.0565,0.12711734,-78.377027,-6.531419,511.913202,18.63624183
0.0566,0.13489103,-77.083962,-6.423663,495.161428,18.68643376
0.0567,0.1425316,-75.714823,-6.309569,477.727871,18.73490908
0.0568,0.1500315,-74.270963,-6.189247,459.681334,18.78160369
0.0569,0.15738335,-72.753807,-6.062817,441.093038,18.82646057
0.057,0.16457987,-71.164852,-5.930404,422.036343,18.86942992
0.0571,0.17161398,-69.505665,-5.792139,402.586457,18.9104694
0.0572,0.17847872,-67.777885,-5.648157,382.820139,18.94954429
0.0573,0.18516732,-65.983216,-5.498601,362.815399,18.98662761
0.0574,0.19167319,-64.12343,-5.343619,342.651185,19.02170026
0.0575,0.1979899,-62.200361,-5.183363,322.407077,19.05475105
0.0576,0.20411122,-60.215908,-5.017992,302.162969,19.08577679
0.0577,0.2100311,-58.17203,-4.847669,281.998756,19.11478228
0.0578,0.21574371,-56.070743,-4.672562,261.994015,19.14178028
0.0579,0.2212434,-53.91412,-4.492843,242.227697,19.16679148
0.058,0.22652476,-51.704291,-4.308691,222.777811,19.18984441
0.0581,0.23158256,-49.443436,-4.120286,203.721116,19.21097535
0.0582,0.23641182,-47.133787,-3.927816,185.13282,19.23022812
0.0583,0.24100777,-44.777622,-3.731468,167.086283,19.24765398
0.0584,0.24536587,-42.377266,-3.531439,149.652726,19.26331142
0.0585,0.24948183,-39.93509,-3.327924,132.900952,19.27726586
0.0586,0.25335157,-37.453503,-3.121125,116.897072,19.28958948
0.0587,0.2569713,-34.934953,-2.911246,101.704246,19.30036089
0.0588,0.26033742,-32.381927,-2.698494,87.382433,19.3096648
0.0589,0.26344662,-29.796944,-2.483079,73.988155,19.31759175
0.059,0.26629582,-27.182555,-2.265213,61.574273,19.32423769
0.0591,0.26888223,-24.541339,-2.045112,50.189779,19.32970363
0.0592,0.27120329,-21.875905,-1.822992,39.879602,19.33409523
0.0593,0.27325669,-19.188882,-1.599073,30.684432,19.33752241
0.0594,0.27504043,-16.482921,-1.373577,22.640558,19.34009887
0.0595,0.27655274,-13.760694,-1.146725,15.779726,19.3419417
0.0596,0.27779212,-11.024887,-0.918741,10.129011,19.34317085
0.0597,0.27875735,-8.2782,-0.68985,5.710716,19.34390872
0.0598,0.27944748,-5.523343,-0.460279,2.542276,19.34427963
0.0599,0.27986184,-2.763035,-0.230253,0.636197,19.34440935
